Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Units,"11,63,34,360","11,80,73,715","11,97,62,541","12,15,25,460","12,34,18,565","12,54,58,161","12,73,94,236","12,91,86,575","13,05,22,504","13,13,40,117","13,18,25,383","13,23,12,816","13,28,34,047","13,35,38,615","13,43,88,318","13,52,85,123","13,62,86,436","13,73,66,902","13,85,16,439"
